tag 1,tag 2,tag 3,tag 4,tag 5,tag 6,tag 7,tag 8,tag 9,tag 10
People (0.9656537),Standing (0.85329694),Child (0.8485589),Vintage clothing (0.7597298),Family (0.6840289),Sibling (0.6114002),Classic (0.5666435),null (null),null (null),null (null)
History (0.57590634),Vintage clothing (0.5471081),Family (0.52486706),Art (0.5021872),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9567608),People (0.949285),Snapshot (0.83273077),Child (0.76547754),Vintage clothing (0.7502508),Headgear (0.67478096),Photography (0.62422496),Family (0.58309877),History (0.57590634),Black-and-white (0.564079)
Photograph (0.9539291),Monochrome (0.70229715),Cope (0.65449494),Child (0.61345816),Stock photography (0.5944116),Vintage clothing (0.57000184),Costume (0.5666803),Style (0.5245553),null (null),null (null)
Photograph (0.95753026),Standing (0.8481004),Snapshot (0.83863705),Vintage clothing (0.78922546),Child (0.72773254),History (0.62617904),Black-and-white (0.564079),Monochrome (0.5442906),Family (0.5426583),Costume (0.5388254)
Photograph (0.9682179),Vintage clothing (0.89455026),Snapshot (0.8635382),Standing (0.8481004),Child (0.7929112),Family (0.60927975),Black-and-white (0.564079),Retro style (0.5132699),Costume (0.5026375),null (null)
Photograph (0.95591426),Snapshot (0.83863705),Vintage clothing (0.6985625),Monochrome (0.67593247),Black-and-white (0.564079),Child (0.5202996),null (null),null (null),null (null),null (null)
People (0.9600368),Photograph (0.9539291),Snapshot (0.83863705),Family (0.65654707),Photography (0.62422496),Vintage clothing (0.58045346),Child (0.57330555),Style (0.50951844),null (null),null (null)
Photograph (0.95753026),Uniform (0.8381431),Military uniform (0.7530434),Military officer (0.63785726),Vintage clothing (0.62497914),Non-commissioned officer (0.5645661),null (null),null (null),null (null),null (null)
Photograph (0.95274854),Snapshot (0.8358544),Black-and-white (0.6834213),Monochrome (0.67593247),Child (0.61345816),Style (0.50951844),Art (0.5021872),null (null),null (null),null (null)
Photograph (0.9614846),Snapshot (0.845484),Photography (0.62422496),Monochrome (0.60101867),Black-and-white (0.564079),Family (0.5477988),null (null),null (null),null (null),null (null)
Photograph (0.9480249),Standing (0.81915694),Child (0.75432146),Outerwear (0.6933347),Monochrome (0.60101867),Black-and-white (0.564079),Style (0.50951844),Vintage clothing (0.50654763),Costume (0.5026375),null (null)
Snapshot (0.8507856),Room (0.8084965),Vintage clothing (0.7597298),Black-and-white (0.6834213),Child (0.6452686),Family (0.6334946),Furniture (0.63240147),Photography (0.62422496),House (0.5369301),null (null)
Photograph (0.95947856),Snapshot (0.83273077),Art (0.8155931),Room (0.7795167),Photography (0.6778865),Photographic paper (0.6720016),Illustration (0.622557),Black-and-white (0.564079),History (0.5410714),Picture frame (0.5185107)
Vintage clothing (0.7079197),Uniform (0.5284434),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Vintage clothing (0.62497914),History (0.57590634),Child (0.57330555),Costume (0.5388254),Art (0.5021872),null (null),null (null),null (null),null (null),null (null)
Photograph (0.95591426),Snapshot (0.82509655),Photography (0.62422496),Child (0.57330555),Black-and-white (0.564079),Art (0.5021872),null (null),null (null),null (null),null (null)
Photograph (0.9567608),Snapshot (0.83863705),Standing (0.83563834),Vintage clothing (0.61695933),Stock photography (0.5944116),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9480249),Standing (0.8086237),Bishop (0.77192384),Uniform (0.68095136),Vintage clothing (0.67777884),Gentleman (0.5962818),Ritual (0.5461811),Style (0.50951844),null (null),null (null)
Photograph (0.9605495),Snapshot (0.8434104),Design (0.7203227),Vintage clothing (0.6936405),Costume (0.55356264),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9626903),People (0.94147086),Snapshot (0.8523099),Vintage clothing (0.7399969),Family (0.68569064),Child (0.61345816),Monochrome (0.60101867),Black-and-white (0.564079),null (null),null (null)
People (0.9663035),Photograph (0.9640232),Vintage clothing (0.8911435),Standing (0.8858577),Snapshot (0.83273077),Family (0.73392975),Child (0.69306356),Retro style (0.5859853),Classic (0.5666435),null (null)
Photograph (0.949849),Child (0.69306356),Family (0.5179361),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.96191007),People (0.9568492),Standing (0.8695495),Snapshot (0.8507856),Child (0.7755196),Family (0.6529559),Monochrome (0.64315295),Vintage clothing (0.62497914),Photography (0.62422496),Black-and-white (0.564079)
Child (0.69306356),Outerwear (0.6577929),Costume (0.6380988),Black-and-white (0.564079),Family (0.55716366),Vintage clothing (0.5471081),Style (0.50951844),null (null),null (null),null (null)
Photograph (0.96486944),Snapshot (0.8597303),Vintage clothing (0.8424538),Pink (0.814679),Room (0.7444316),Magenta (0.64000595),Child (0.61345816),Chair (0.6091053),Family (0.58309877),Furniture (0.5331731)
Photograph (0.96758646),Snapshot (0.86438924),Standing (0.8280285),Child (0.7929112),Vintage clothing (0.666171),Room (0.6566393),Photography (0.62422496),Monochrome (0.60101867),Family (0.58617204),Black-and-white (0.564079)
Photograph (0.9539291),Stock photography (0.62054056),Family (0.5103591),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9623112),People (0.9450432),Standing (0.9138085),Snapshot (0.8473898),Child (0.7929112),Vintage clothing (0.78438634),Photography (0.62422496),Family (0.6135634),Monochrome (0.60101867),Black-and-white (0.564079)
Standing (0.7958224),Vintage clothing (0.7502508),Outerwear (0.6933347),Costume (0.6240808),Family (0.5103591),null (null),null (null),null (null),null (null),null (null)
Photograph (0.95753026),People (0.9450432),Vintage clothing (0.85071933),Snapshot (0.8411401),Retro style (0.71944624),Family (0.6840289),Child (0.6712812),Classic (0.5666435),null (null),null (null)
Photograph (0.9699864),People (0.9575554),Snapshot (0.8764809),Stock photography (0.7732323),Child (0.76547754),Photography (0.73799706),Family (0.687323),Portrait (0.6857537),Mother (0.66836286),Sitting (0.6023184)
Photograph (0.9677511),Snapshot (0.8740874),Sitting (0.75150806),Child (0.74183375),Stock photography (0.70905024),Photography (0.7060428),Black-and-white (0.564079),Art (0.5021872),null (null),null (null)
Photograph (0.949849),Room (0.93833715),Bedroom (0.9273083),Bed (0.920603),Bed sheet (0.84858644),Furniture (0.8224936),Comfort (0.79343235),Bedding (0.70499754),Black-and-white (0.6834213),Photography (0.6778865)
Photograph (0.97069037),People (0.95261145),Snapshot (0.87249446),Standing (0.8579632),Vintage clothing (0.81264305),Family (0.69948524),Black-and-white (0.564079),Gentleman (0.54518616),Monochrome (0.5442906),Ceremony (0.52491397)
Photograph (0.9750383),Vintage clothing (0.90334177),Snapshot (0.8829248),Standing (0.8481004),Family (0.63958913),Photography (0.62422496),Gentleman (0.61686677),Grandparent (0.6002866),Black-and-white (0.564079),Monochrome (0.5442906)
Photograph (0.9640232),Vintage clothing (0.84667265),Snapshot (0.83273077),Stock photography (0.65439934),Gentleman (0.65103614),Black-and-white (0.564079),Birth (0.54174197),null (null),null (null),null (null)
Photograph (0.9588809),Snapshot (0.82030433),Event (0.6273696),Family (0.5919639),Vintage clothing (0.57000184),null (null),null (null),null (null),null (null),null (null)
Photograph (0.95753026),Snapshot (0.82509655),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9660654),Snapshot (0.880887),Father (0.6511225),Photography (0.62422496),Family (0.6156153),Child (0.57330555),null (null),null (null),null (null),null (null)
Photograph (0.9640232),Product (0.93479854),Motor vehicle (0.9010037),Baby carriage (0.89671695),Snapshot (0.8829248),Baby Products (0.77407223),Photography (0.7060428),Black-and-white (0.6834213),Stock photography (0.62054056),Vehicle (0.60336673)
Motor vehicle (0.9783724),Photograph (0.97324765),Product (0.9103113),Classic (0.88745886),Snapshot (0.8812418),Lawn (0.8349944),Vehicle (0.8253148),Photography (0.7798643),Car (0.74771327),Retro style (0.6888101)
Photograph (0.96003306),Product (0.9252941),Snapshot (0.8434104),Baby carriage (0.83200175),Stock photography (0.67624575),Baby Products (0.62816644),Photography (0.62422496),Vehicle (0.592003),Black-and-white (0.564079),null (null)
Photograph (0.9539291),Snapshot (0.8434104),Fun (0.7039424),Tree (0.68692183),Photography (0.62422496),Recreation (0.59429896),Leisure (0.5618612),Family (0.50201166),null (null),null (null)
Motor vehicle (0.98302764),Photograph (0.97430533),Classic (0.97103995),Vehicle (0.9310829),Car (0.917874),Vehicle door (0.8619787),Classic car (0.8545791),Snapshot (0.8473898),Vintage car (0.8235836),Dress (0.79070014)
Photograph (0.9797417),Bride (0.9331791),Bridal veil (0.92177355),Dress (0.8976647),Wedding dress (0.8808719),Snapshot (0.8760254),Gown (0.87525415),Wedding (0.867767),Photography (0.84385586),Veil (0.84280187)
People (0.9544677),Photograph (0.95274854),Vintage clothing (0.84388),Snapshot (0.83273077),Family (0.7236946),Event (0.6942809),Black-and-white (0.6834213),History (0.6614471),Photography (0.62422496),Monochrome (0.60101867)
Leg (0.69203323),Event (0.6704324),Dress (0.63002753),Ceremony (0.60444754),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9709653),Snapshot (0.8797817),Picture frame (0.8374108),Vintage clothing (0.7123725),Photographic paper (0.6764409),Room (0.6566393),Photography (0.62422496),Family (0.6023483),Square (0.579836),Photograph album (0.50704134)
